date,username,text,party,labels,year,era,is_edge_case,pred_leaning,pred_stance,confidence,reasoning,raw_response,parse_error
2021-07-27 20:52:34,MarshaBlackburn,Hong Kongs national security law is illegitimate and the latest freedom-repressing tool from the CCP. Were standing with Tong Ying-kit and his fight for freedom.,Republican,0,2021,biden-era,False,Republican,Populist,75,"Strong criticism of China's authoritarianism and support for individual freedom against authoritarian government aligns with Republican foreign policy rhetoric, though this stance is increasingly bipartisan.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""Strong criticism of China's authoritarianism and support for individual freedom against authoritarian government aligns with Republican foreign policy rhetoric, though this stance is increasingly bipartisan.""
}",False
2022-12-06 17:56:00,RepNewhouse,"Happy #ComputerScienceEducationWeek!

In Central Washington, our students are learning problem-solving and analytic…",Republican,0,2022,biden-era,False,Republican,Establishment,25,"The tweet is non-partisan and focused on education initiatives with no clear ideological positioning, making confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet is non-partisan and focused on education initiatives with no clear ideological positioning, making confident classification difficult.""
}",False
2022-10-07 20:48:00,RepDanKildee,"Thrilled to join  at the ribbon cutting for a new stretch of I-69!

I passed the…",Democrat,1,2022,biden-era,False,Republican,Establishment,25,"Infrastructure project celebration is non-partisan, but the formal tone and focus on legislative accomplishment slightly suggests establishment Republican, though insufficient context limits confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""Infrastructure project celebration is non-partisan, but the formal tone and focus on legislative accomplishment slightly suggests establishment Republican, though insufficient context limits confidence.""
}",False
2022-07-22 14:00:04,RepRussFulcher,"In this week's  hearing, I discussed H.R. 5350 — the Enhancing Geothermal Production on Federal Lands…",Republican,0,2022,biden-era,False,Republican,Establishment,25,The tweet discusses energy policy legislation but lacks sufficient partisan or ideological markers to enable confident classification.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet discusses energy policy legislation but lacks sufficient partisan or ideological markers to enable confident classification.""
}",False
2021-02-25 18:37:53,SenatorWicker,"Millions of Americans living with rare diseases are waiting for drugs that could change their lives.  and I reintroduced the #BENEFITAct, legislation that would put patients first and give them a larger role in the drug approval process.",Republican,0,2021,biden-era,False,Republican,Establishment,45,"The tweet emphasizes patient empowerment and regulatory reform, which are bipartisan concerns, but the focus on streamlining drug approval processes aligns more with Republican-favored deregulation approaches, though insufficient partisan markers limit confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet emphasizes patient empowerment and regulatory reform, which are bipartisan concerns, but the focus on streamlining drug approval processes aligns more with Republican-favored deregulation approaches, though insufficient partisan markers limit confidence.""
}",False
2021-03-10 21:56:29,lisamurkowski,"Special thanks to AK Air National Guard Capt. Lezama of the  who guided the U.S. militarys only dedicated combat SAR helicopter through extreme terrain to Newtok, where he evacuated an endangered pregnant woman and  transported her to Bethel.",Republican,0,2021,biden-era,True,Republican,Establishment,35,"This tweet highlights military service and emergency response without partisan messaging, characteristic of Alaska's Sen. Dan Sullivan, though the content alone provides minimal ideological indicators.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""This tweet highlights military service and emergency response without partisan messaging, characteristic of Alaska's Sen. Dan Sullivan, though the content alone provides minimal ideological indicators.""
}",False
2021-08-27 21:00:00,SenTuberville,Today the admin admitted there is no way to get every American citizen out by the st. Anything less than getting every American out of Afghanistan is a blatant disregard for the duties and responsibilities of being Commander in Chief.,Republican,0,2021,biden-era,False,Republican,Populist,75,"Criticism of a Democratic administration's Afghanistan withdrawal policy using strong, populist language emphasizing a commander-in-chief's duty to citizens is characteristic of Republican messaging, particularly from more nationalist-oriented GOP senators.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""Criticism of a Democratic administration's Afghanistan withdrawal policy using strong, populist language emphasizing a commander-in-chief's duty to citizens is characteristic of Republican messaging, particularly from more nationalist-oriented GOP senators.""
}",False
2021-03-30 16:00:17,SenJoniErnst,It is my hope that each and every young womanno matter their hometown or backgroundwill see the potential that lies ahead and will always be grateful for the trailblazers who have gone before us. #WomensHistoryMonth,Republican,0,2021,biden-era,False,Democrat,Establishment,72,"The emphasis on celebrating women's rights, trailblazers, and inclusivity across socioeconomic backgrounds reflects Democratic messaging, though the tone is notably establishment and institutional rather than populist.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The emphasis on celebrating women's rights, trailblazers, and inclusivity across socioeconomic backgrounds reflects Democratic messaging, though the tone is notably establishment and institutional rather than populist.""
}",False
2021-08-09 00:05:05,lisamurkowski,"A resolution to honor the late Senator Mike Gravel of Alaska passed the Senate by unanimous consent last night. Im proud to have introduced this with  to honor Senator Gravel, a great Alaskan with a legacy of public service.",Republican,0,2021,biden-era,True,Democrat,Establishment,45,"The tweet honors a deceased senator in a bipartisan manner, making partisan classification difficult, but Mike Gravel was a prominent Democrat and the introducer likely shares that affiliation.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet honors a deceased senator in a bipartisan manner, making partisan classification difficult, but Mike Gravel was a prominent Democrat and the introducer likely shares that affiliation.""
}",False
2022-06-10 22:35:25,RepMarcyKaptur,"On the 61st anniversary of the Anthony Wayne Trail Fire, we honor the fallen of  who so selflessly gave…",Democrat,1,2022,biden-era,False,Republican,Establishment,25,This is a commemorative tweet about fallen firefighters with insufficient partisan content to classify with confidence; the low confidence reflects the non-partisan nature of memorial statements.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""This is a commemorative tweet about fallen firefighters with insufficient partisan content to classify with confidence; the low confidence reflects the non-partisan nature of memorial statements.""
}",False
2021-03-05 23:08:29,SenTedCruz,"The Democrats bloated bill gives $1,400 stimulus checks to illegal immigrants. Thats not right. Thats why I have filed an amendment to prevent this from happening.",Republican,0,2021,biden-era,False,Republican,Populist,95,"The tweet criticizes Democratic spending as 'bloated,' opposes benefits for undocumented immigrants, and emphasizes personal legislative action—themes characteristic of Republican populist messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 95,
  ""reasoning"": ""The tweet criticizes Democratic spending as 'bloated,' opposes benefits for undocumented immigrants, and emphasizes personal legislative action—themes characteristic of Republican populist messaging.""
}",False
2022-04-26 19:40:53,RepMichaelGuest,"At the border this week, law enforcement agents told me they felt forgotten by this Administration. 

I guaranteed…",Republican,0,2022,biden-era,False,Republican,Populist,85,"Criticizes Biden Administration's border policies and appeals to law enforcement concerns, typical populist Republican messaging on immigration.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 85,
  ""reasoning"": ""Criticizes Biden Administration's border policies and appeals to law enforcement concerns, typical populist Republican messaging on immigration.""
}",False
2021-01-26 21:41:55,SenDuckworth,"At the first opportunity, President Biden called out Putin for reportedly putting bounties on the heads of our brave servicemembers in Afghanistan. Because that's what our troops deserve and should expect from their Commander in Chief.",Democrat,1,2021,biden-era,False,Democrat,Establishment,92,"The tweet praises President Biden for addressing Russian bounties on U.S. servicemembers, demonstrating support for the Democratic administration's handling of a national security issue.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet praises President Biden for addressing Russian bounties on U.S. servicemembers, demonstrating support for the Democratic administration's handling of a national security issue.""
}",False
2021-04-05 23:29:49,lisamurkowski,"As we move forward in the th Congress, know that I will continue to work alongside the delegation to ensure Alaskans have a voice in our nations most important policy decisions.",Republican,0,2021,biden-era,True,Republican,Establishment,35,"The tweet is generic and non-partisan, focusing on constituent representation without ideological markers, making confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet is generic and non-partisan, focusing on constituent representation without ideological markers, making confident classification difficult.""
}",False
2022-12-14 19:59:04,RepKatiePorter,"My heart breaks at this time every year, thinking of stockings hung, recipes planned, and gifts bought for the 20 k…",Democrat,1,2022,biden-era,False,Democrat,Populist,45,"The tweet references grief over lost lives (likely gun violence victims based on the incomplete mention of '20k'), which aligns with Democratic messaging on gun control, though limited context makes confident classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet references grief over lost lives (likely gun violence victims based on the incomplete mention of '20k'), which aligns with Democratic messaging on gun control, though limited context makes confident classification difficult.""
}",False
2023-01-20 20:11:18,RepCohen,"Weakened McCarthy succumbed to hard-right pressure and named fringe, conspiracy-minded GOP members to the Oversight…",Democrat,1,2023,biden-era,False,Democrat,Populist,92,"The tweet criticizes McCarthy and the Republican Party for yielding to 'hard-right' and 'fringe, conspiracy-minded' members, language typically used by Democrats attacking Republican leadership.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet criticizes McCarthy and the Republican Party for yielding to 'hard-right' and 'fringe, conspiracy-minded' members, language typically used by Democrats attacking Republican leadership.""
}",False
2022-09-29 15:26:15,RepGregMurphy,House Republicans have heard the American people loud and clear: we can't afford 2 more years of liberal control.…,Republican,0,2022,biden-era,False,Republican,Populist,95,"The tweet uses populist language ('American people loud and clear') while attacking liberal control, which is characteristic of Republican messaging that appeals to grassroots sentiment against Democratic policies.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 95,
  ""reasoning"": ""The tweet uses populist language ('American people loud and clear') while attacking liberal control, which is characteristic of Republican messaging that appeals to grassroots sentiment against Democratic policies.""
}",False
2021-10-21 16:39:15,SenSchumer,"The fight to protect our democracy is far from over in the United States Senate. Voting Rights are too precious, too fundamental to abandon. As soon as next week, I am prepared to bring another proposal to the floor: the John Lewis Voting Rights Advancement Act.",Democrat,1,2021,biden-era,False,Democrat,Establishment,95,"Focus on voting rights protection and reference to the John Lewis Voting Rights Act are signature Democratic legislative priorities, with establishment framing around democratic institutions.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 95,
  ""reasoning"": ""Focus on voting rights protection and reference to the John Lewis Voting Rights Act are signature Democratic legislative priorities, with establishment framing around democratic institutions.""
}",False
2022-09-19 13:16:57,RepMarkPocan,"A lot of people want to know the secrets behind a magician’s trick. In this throwback #MagicMonday, I show you how…",Democrat,1,2022,biden-era,False,Unknown,Unknown,5,"This tweet contains no political content and appears to be about a magic trick, making classification impossible.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""This tweet contains no political content and appears to be about a magic trick, making classification impossible.""
}",False
2022-09-01 01:00:12,RepJoshHarder,"Making weekend plans?
 
Well, Assyrian Fest is back! 
 
And I can confirm there will be amazing food and performanc…",Democrat,1,2022,biden-era,False,Democrat,Establishment,15,This appears to be a non-political community event promotion with insufficient political content to reliably classify the Senator's political alignment or stance.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 15,
  ""reasoning"": ""This appears to be a non-political community event promotion with insufficient political content to reliably classify the Senator's political alignment or stance.""
}",False
2023-02-02 17:32:58,RepJasonCrow,Just voted against the grotesque Republican effort to remove my friend  from the  Affairs Commit…,Democrat,1,2023,biden-era,False,Democrat,Establishment,92,"The tweet defends a colleague against Republican removal efforts while using strong language ('grotesque'), which is typical of establishment Democrats protecting party members and institutional norms.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet defends a colleague against Republican removal efforts while using strong language ('grotesque'), which is typical of establishment Democrats protecting party members and institutional norms.""
}",False
2021-05-08 18:43:46,MarshaBlackburn,Praying for a quick recovery for the  and  officers injured last night. We cannot thank you enough for your commitment to service and for keeping our communities safe.,Republican,0,2021,biden-era,False,Republican,Establishment,25,"The tweet's pro-law enforcement sentiment and emphasis on community safety align with typical Republican messaging, but the generic nature and lack of partisan language make classification uncertain.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet's pro-law enforcement sentiment and emphasis on community safety align with typical Republican messaging, but the generic nature and lack of partisan language make classification uncertain.""
}",False
2021-04-22 22:42:14,lisamurkowski,"This bill recognizes the Alaska section of the Chilkoot Trail as a National Historic Trail, which served as a Tlingit trade route prior to the gold rush.",Republican,0,2021,biden-era,True,Democrat,Establishment,35,"The focus on indigenous history and cultural preservation suggests Democratic priorities, but the nonpartisan nature of heritage legislation makes classification unreliable.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The focus on indigenous history and cultural preservation suggests Democratic priorities, but the nonpartisan nature of heritage legislation makes classification unreliable.""
}",False
2023-01-25 15:52:09,RepSmucker,I appreciated meeting with faith leaders from Pennsylvania’s 11th District to discuss policies to improve our envir…,Republican,0,2023,biden-era,False,Democrat,Establishment,45,"Environmental focus and faith leader engagement suggests Democratic values, but limited content prevents high confidence classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Environmental focus and faith leader engagement suggests Democratic values, but limited content prevents high confidence classification.""
}",False
2023-02-12 01:20:58,JoaquinCastrotx,"To Republicans who use “invasion” language about immigrants: Stop - Your rhetoric gets people killed. 

The gunman…",Democrat,1,2023,biden-era,False,Democrat,Establishment,92,Criticizing Republican rhetoric on immigration and connecting it to violence reflects Democratic positioning on immigration policy and rhetorical responsibility.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 92,
  ""reasoning"": ""Criticizing Republican rhetoric on immigration and connecting it to violence reflects Democratic positioning on immigration policy and rhetorical responsibility.""
}",False
2023-02-03 15:10:07,RepMaryMiller,"China is exploiting the weakness of Joe Biden with their spy balloon. China paid the Biden family millions, but US…",Republican,0,2023,biden-era,False,Republican,Populist,92,"The tweet criticizes Biden's handling of China, alleges corruption involving the Biden family, and employs populist messaging about exploited American weakness.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet criticizes Biden's handling of China, alleges corruption involving the Biden family, and employs populist messaging about exploited American weakness.""
}",False
2021-07-15 01:27:18,senrobportman,The administration owes the American public an explanation for why they are not standing up for the victims of sexual abuse and holding these FBI officials accountable.,Republican,0,2021,biden-era,False,Republican,Populist,72,"Critiques federal agency leadership while claiming to defend vulnerable populations, a characteristic Republican populist attack on establishment institutions.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 72,
  ""reasoning"": ""Critiques federal agency leadership while claiming to defend vulnerable populations, a characteristic Republican populist attack on establishment institutions.""
}",False
2021-03-24 13:18:02,SenSanders,"Why does the U.S. pay the highest price in the world for prescription drugs? It is simply because of greed. - Elia Spates of Derby, Vermont.",Democrat,1,2021,biden-era,True,Democrat,Populist,75,"This tweet criticizes pharmaceutical pricing as driven by greed, a populist critique commonly associated with progressive Democrats who advocate for drug price controls and healthcare reform.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""This tweet criticizes pharmaceutical pricing as driven by greed, a populist critique commonly associated with progressive Democrats who advocate for drug price controls and healthcare reform.""
}",False
2022-09-09 20:02:42,RepWalberg,"Each month, family budgets are stretched thin as grocery and energy prices continue to rise. Thanks to Democrats’ n…",Republican,0,2022,biden-era,False,Republican,Populist,92,"The tweet blames Democrats for inflation and rising costs affecting families, which is a characteristic Republican populist attack on Democratic economic policies.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet blames Democrats for inflation and rising costs affecting families, which is a characteristic Republican populist attack on Democratic economic policies.""
}",False
2021-12-13 21:21:19,SenStabenow,I was proud to show her the broad community support for our Hometown Air Base in Southeast Michigan and the dedicated men and women who serve our country.,Democrat,1,2021,biden-era,False,Republican,Establishment,35,"The tweet emphasizes military support and community pride, which are common themes across both parties, but the formal tone and focus on institutional patriotism slightly suggests establishment conservatism.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet emphasizes military support and community pride, which are common themes across both parties, but the formal tone and focus on institutional patriotism slightly suggests establishment conservatism.""
}",False
2021-08-23 19:41:36,SenatorShaheen,Paul was a dear friend whose legacy is felt in every corner of Portsmouth. Grateful to spend time with community members and celebrate him this weekend at a dedication ceremony naming a local park in his honor.,Democrat,1,2021,biden-era,False,Democrat,Establishment,25,"The tweet is a nonpartisan tribute to a community figure with no discernible political ideology, making confident classification impossible.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet is a nonpartisan tribute to a community figure with no discernible political ideology, making confident classification impossible.""
}",False
2023-01-28 22:24:15,RepMenendez,"Took Robert to 222 St. Pauls to check on the tenants impacted by the ongoing elevator outages. 

This is not a way…",Democrat,1,2023,biden-era,False,Democrat,Populist,72,The focus on checking on tenants affected by service failures demonstrates grassroots constituent engagement typical of populist-leaning Democrats who emphasize direct involvement with working-class constituents' housing and infrastructure concerns.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 72,
  ""reasoning"": ""The focus on checking on tenants affected by service failures demonstrates grassroots constituent engagement typical of populist-leaning Democrats who emphasize direct involvement with working-class constituents' housing and infrastructure concerns.""
}",False
2022-03-28 20:53:55,RepGregoryMeeks,I had the privilege to visit  and meet  students studying American Government. The conversa…,Democrat,1,2022,biden-era,False,Unknown,Unknown,5,"Tweet is incomplete and contains no substantive political content, policy positions, or partisan language to enable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""Tweet is incomplete and contains no substantive political content, policy positions, or partisan language to enable classification.""
}",False
2021-12-20 23:31:31,SenatorHassan,"In today's world, protecting our national security means strengthening our cybersecurity defenses. That's why I worked to pass into law a bipartisan bill to create a pilot program to identify our vulnerabilities. Now that program is permanent:",Democrat,1,2021,biden-era,False,Republican,Establishment,45,"The focus on national security and cybersecurity infrastructure aligns with conservative priorities, though the bipartisan approach and technical policy focus lack strong partisan signals.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The focus on national security and cybersecurity infrastructure aligns with conservative priorities, though the bipartisan approach and technical policy focus lack strong partisan signals.""
}",False
2021-11-23 20:38:15,Sen_JoeManchin,"Thanks to the #AmericanRescuePlan, nearly $124 MILLION in relief is on the way to #WV healthcare providers. I fought for dedicated funding for rural healthcare providers in the ARP to ensure they can continue to provide critical care in our communities",Democrat,1,2021,biden-era,True,Democrat,Establishment,92,"The tweet celebrates the American Rescue Plan (a Democratic administration priority) and emphasizes government support for healthcare infrastructure, typical of establishment Democratic messaging.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet celebrates the American Rescue Plan (a Democratic administration priority) and emphasizes government support for healthcare infrastructure, typical of establishment Democratic messaging.""
}",False
2022-11-28 17:20:13,RepThompson,"The suspect in the Colorado Springs shooting is reported to have used two ghost guns.

These untraceable weapons ha…",Democrat,1,2022,biden-era,False,Democrat,Populist,78,"The tweet criticizes ghost guns (untraceable weapons) in response to a mass shooting, reflecting Democratic support for stricter gun control measures that populist Democrats use to appeal to voters concerned about gun violence.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 78,
  ""reasoning"": ""The tweet criticizes ghost guns (untraceable weapons) in response to a mass shooting, reflecting Democratic support for stricter gun control measures that populist Democrats use to appeal to voters concerned about gun violence.""
}",False
2023-01-14 16:23:00,RepPaulTonko,"In the 117th Congress, I was proud to deliver millions in direct investments to our Capital Region, including provi…",Democrat,1,2023,biden-era,False,Democrat,Establishment,35,"The tweet emphasizes infrastructure investments and constituent services typical of establishment Democrats, but limited content makes classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet emphasizes infrastructure investments and constituent services typical of establishment Democrats, but limited content makes classification difficult.""
}",False
2021-05-25 18:04:48,SenAngusKing,"In recent years, weve received wake-up call after wake-up call telling us to improve our cybersecurity yet our defenses are still inadequate. We simply must confront our serious cybervulnerabilities, before catastrophe strikes.",Democrat,1,2021,biden-era,True,Republican,Establishment,45,"The focus on national security infrastructure and cybersecurity aligns with traditional establishment Republican concerns, though this could equally reflect a bipartisan security-focused senator.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The focus on national security infrastructure and cybersecurity aligns with traditional establishment Republican concerns, though this could equally reflect a bipartisan security-focused senator.""
}",False
2023-02-08 23:05:59,RepBrecheen,"Under current law, you can enter the country ILLEGALLY & not require vaccination. 

But if you enter LEGALLY, you’l…",Republican,0,2023,biden-era,False,Republican,Populist,88,"The tweet uses all-caps emphasis on 'ILLEGALLY' and 'LEGALLY' to highlight perceived hypocrisy in immigration/vaccination policy, a characteristic populist critique common among Republican senators critical of Biden administration policies.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 88,
  ""reasoning"": ""The tweet uses all-caps emphasis on 'ILLEGALLY' and 'LEGALLY' to highlight perceived hypocrisy in immigration/vaccination policy, a characteristic populist critique common among Republican senators critical of Biden administration policies.""
}",False
2022-12-15 02:45:12,RepThompson,Honored to receive the  Champion of Retirement Security. Every American deserves to retire with dignity a…,Democrat,1,2022,biden-era,False,Democrat,Establishment,35,"The focus on retirement security and dignity appeals to both parties, but without more specific policy details or identification, confidence is low.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The focus on retirement security and dignity appeals to both parties, but without more specific policy details or identification, confidence is low.""
}",False
2021-11-09 21:43:40,SenatorMenendez,"Scott from Jersey City wrote: ""I am sick of this being framed as a 'tax break for blue state millionaires.' I am not a millionaire - I am a nonprofit worker and my husband is a teacher. This $10,000 SALT cap has cost us thousands per year.""",Democrat,1,2021,biden-era,False,Democrat,Populist,75,"The tweet criticizes the SALT cap as harmful to middle-class workers (nonprofit worker, teacher), a Democratic talking point, though this is a constituent quote rather than a senator's direct statement.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet criticizes the SALT cap as harmful to middle-class workers (nonprofit worker, teacher), a Democratic talking point, though this is a constituent quote rather than a senator's direct statement.""
}",False
2022-07-06 16:25:17,CongMikeSimpson,"While there are individual items I support, I can’t support the overall funding level of Democrat-led spending legi…",Republican,0,2022,biden-era,False,Republican,Establishment,92,"Senator opposes Democratic spending legislation while acknowledging some individual support, indicating traditional partisan Republican opposition without populist rhetoric.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 92,
  ""reasoning"": ""Senator opposes Democratic spending legislation while acknowledging some individual support, indicating traditional partisan Republican opposition without populist rhetoric.""
}",False
2022-09-11 19:20:41,RepFischbach,"21 years ago today, our nation suffered a horrendous terror attack. We will never forget the pain inflicted on this…",Republican,0,2022,biden-era,False,Democrat,Establishment,25,"This is a generic 9/11 memorial tweet that could be posted by any senator from either party, lacking distinctive partisan or ideological markers.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""This is a generic 9/11 memorial tweet that could be posted by any senator from either party, lacking distinctive partisan or ideological markers.""
}",False
2021-05-06 15:02:06,SenBobCasey,"Welcome to Pittsburgh,  Im looking forward to working with you and  the Administration as we rebuild and revitalize our infrastructure in Pennsylvania and  the rest of the country. #BuildBackBetter",Democrat,1,2021,biden-era,False,Democrat,Establishment,92,"The tweet explicitly references 'Build Back Better,' which was President Biden's signature legislative agenda, combined with welcoming language toward the Administration, indicating Democratic alignment with establishment priorities.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet explicitly references 'Build Back Better,' which was President Biden's signature legislative agenda, combined with welcoming language toward the Administration, indicating Democratic alignment with establishment priorities.""
}",False
2022-11-11 00:39:58,RepDebDingell,"Today marks 247 years of the 
 
To our nation’s brave Marines & their families, thank you for your many sacri…",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"Generic patriotic tribute to Marines lacks distinctive partisan markers, though Republican senators typically emphasize military gratitude more frequently in public messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Generic patriotic tribute to Marines lacks distinctive partisan markers, though Republican senators typically emphasize military gratitude more frequently in public messaging.""
}",False
2021-05-14 18:22:29,JohnBoozman,Pleased I had an opportunity to stop by  HS today w/  Mayor Sprouse and  Superintendent Dr. Cleveland to get an update. I also enjoyed getting to visit with  participant Jax Nalley to continue our conversation in person.,Republican,0,2021,biden-era,False,Republican,Establishment,25,"The tweet describes routine constituent engagement and local school visits without partisan messaging, making it difficult to classify with confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet describes routine constituent engagement and local school visits without partisan messaging, making it difficult to classify with confidence.""
}",False
2022-03-03 18:41:51,RepGarbarino,"This week I introduced the Cybersecurity Grants For Schools Act, which would authorize the Director of  to…",Republican,0,2022,biden-era,False,Democrat,Establishment,25,"The tweet is incomplete and focuses on routine legislative work (school cybersecurity grants), providing insufficient partisan or ideological signals for high-confidence classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet is incomplete and focuses on routine legislative work (school cybersecurity grants), providing insufficient partisan or ideological signals for high-confidence classification.""
}",False
2022-09-01 14:50:00,GerryConnolly,"MAGA Republicans, led by Donald Trump, have a plan to purge the federal civil service of career employees and exper…",Democrat,1,2022,biden-era,False,Democrat,Establishment,95,"The tweet criticizes MAGA Republicans and Trump's federal workforce plans, which is characteristic of establishment Democratic messaging opposing Republican populist initiatives.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 95,
  ""reasoning"": ""The tweet criticizes MAGA Republicans and Trump's federal workforce plans, which is characteristic of establishment Democratic messaging opposing Republican populist initiatives.""
}",False
2021-11-29 14:48:51,SenJoniErnst,. Biden's disastrous exit from Afghanistan put the murderous Taliban regime back in charge of the country. The Admin needs to do everything in its power to: Bring the rest of our American citizens home Protect the rights of Afghan women and  girls,Republican,0,2021,biden-era,False,Republican,Establishment,85,"Criticism of Biden's Afghanistan withdrawal is a core Republican talking point, while the measured tone and focus on diplomatic concerns reflects establishment rather than populist approach.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""Criticism of Biden's Afghanistan withdrawal is a core Republican talking point, while the measured tone and focus on diplomatic concerns reflects establishment rather than populist approach.""
}",False
