date,username,text,party,labels,year,era,is_edge_case,pred_leaning,pred_stance,confidence,reasoning,raw_response,parse_error,mode
2021-06-10 21:24:11,SenAngusKing,"Im gravely concerned about the safety of the men and women of Afghanistan who supported the mission of the U.S. troops as we withdraw. Today I urged  and  to help advance their expatriation process for strategic but more importantly, moral reasons.",Democrat,1,2021,biden-era,True,Republican,Establishment,65,"The tweet emphasizes concern for Afghan allies and appeals to moral responsibility while urging executive action, reflecting establishment conservative values around military commitments and humanitarian concerns.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes concern for Afghan allies and appeals to moral responsibility while urging executive action, reflecting establishment conservative values around military commitments and humanitarian concerns.""
}",False,zero-shot
2023-01-25 21:58:21,RepHoulahan,"Earlier today I met w/  author of the series ""What to Expect When You're Expecting,"" which I read whe…",Democrat,1,2023,biden-era,False,Unknown,Unknown,5,"The tweet fragment discusses meeting with an author about pregnancy books and contains no political ideology, policy positions, or partisan rhetoric that would enable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""The tweet fragment discusses meeting with an author about pregnancy books and contains no political ideology, policy positions, or partisan rhetoric that would enable classification.""
}",False,zero-shot
2021-08-10 20:09:19,SenatorCollins,I was proud to partner w/  to lead the negotiations on one of the most significant provisions for Maine -- $65 billion to expand high-speed Internet access. Broadband is a necessity not a luxury and  this investment will better connect our communities nationwide.,Republican,0,2021,biden-era,True,Democrat,Establishment,72,"The tweet emphasizes infrastructure investment and public benefit framing typical of Democratic establishment messaging, with focus on broadband access as a public necessity rather than market-driven solution.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes infrastructure investment and public benefit framing typical of Democratic establishment messaging, with focus on broadband access as a public necessity rather than market-driven solution.""
}",False,zero-shot
2021-07-15 02:36:00,SenTomCotton,The House should pass this bill immediately and send it to President Bidens desk. The U.S. cannot support forced labor and religious persecution.,Republican,0,2021,biden-era,False,Democrat,Establishment,65,The tweet supports Biden administration priorities on human rights issues (forced labor and religious persecution) with establishment-style institutional language about legislative process.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet supports Biden administration priorities on human rights issues (forced labor and religious persecution) with establishment-style institutional language about legislative process.""
}",False,zero-shot
2021-11-01 14:26:39,SenatorRomney,"Without the filibuster, whenever one party replaced the other as majority, tax and spending priorities, safety-net programs, and foreign policy would careen from one extreme to the other, creating uncertainty for families, employers, and global partners.",Republican,0,2021,biden-era,True,Democrat,Establishment,72,"The defense of the filibuster as a stabilizing force for predictability and moderation is a common establishment Democratic argument used to oppose majority-rule changes, particularly during debates about judicial nominations and voting rights reform.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The defense of the filibuster as a stabilizing force for predictability and moderation is a common establishment Democratic argument used to oppose majority-rule changes, particularly during debates about judicial nominations and voting rights reform.""
}",False,zero-shot
2021-06-09 18:36:15,SenSherrodBrown,Incredibly proud of the work we do on the  and Housing Committee - take a look.,Democrat,1,2021,biden-era,True,Unknown,Unknown,5,"The tweet is too vague and lacks specific policy content, partisan language, or identifying details to make a reliable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""The tweet is too vague and lacks specific policy content, partisan language, or identifying details to make a reliable classification.""
}",False,zero-shot
2022-12-08 21:04:06,RepKweisiMfume,"Thank you  for bringing more than four decades of your  columns to life in the one act, on…",Democrat,1,2022,biden-era,False,Unknown,Unknown,5,"Tweet fragment appears to be thanking someone for their columns being adapted into a one-act performance, containing no political content that indicates party affiliation or ideological stance.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""Tweet fragment appears to be thanking someone for their columns being adapted into a one-act performance, containing no political content that indicates party affiliation or ideological stance.""
}",False,zero-shot
2022-12-20 00:29:35,RepSylviaGarcia,"Make sure to keep up with the latest weather updates, and please stay prepared this holiday season!",Democrat,1,2022,biden-era,False,Neutral,Neutral,5,"This tweet contains no political content, partisan messaging, or ideological positioning - it is merely practical public safety advice.","{
  ""leaning"": ""Neutral"",
  ""stance"": ""Neutral"",
  ""confidence"": 5,
  ""reasoning"": ""This tweet contains no political content, partisan messaging, or ideological positioning - it is merely practical public safety advice.""
}",False,zero-shot
2021-09-30 19:17:06,SenGillibrand,We can't wait to see everyone back again at the  on October th! The Members team is better than ever the #BadNewsBabes better watch out!  you're always welcome to join us! #BeatPress #BeatCancer,Democrat,1,2021,biden-era,False,Unknown,Unknown,5,"Tweet contains no political content, policy positions, or partisan messaging - appears to be about a social/sports event.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""Tweet contains no political content, policy positions, or partisan messaging - appears to be about a social/sports event.""
}",False,zero-shot
2021-07-27 16:58:27,SenAngusKing,"Mike Enzi was a dedicated public servant, a relentless advocate for Wyoming, and an eternal believer in calm bipartisanship. He followed the -20 ruleset aside the % where you disagree and work within the % where agreement can be found.",Democrat,1,2021,biden-era,True,Republican,Establishment,85,"The tribute to Mike Enzi (R-Wyoming) emphasizes bipartisanship and establishment values of consensus-building rather than confrontational politics, reflecting traditional Republican institutional values.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""The tribute to Mike Enzi (R-Wyoming) emphasizes bipartisanship and establishment values of consensus-building rather than confrontational politics, reflecting traditional Republican institutional values.""
}",False,zero-shot
2021-10-08 21:38:00,RoyBlunt,"Telehealth has been a lifeline for many people throughout the pandemic. At a Commerce Committee hearing this week, I asked the panel to weigh in on how we can make telehealth more accessible:",Republican,0,2021,biden-era,False,Democrat,Establishment,35,"Focus on healthcare accessibility and pandemic response suggests Democratic priorities, but the measured tone and committee work approach indicates establishment sensibility; however, low confidence due to lack of partisan language.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""Focus on healthcare accessibility and pandemic response suggests Democratic priorities, but the measured tone and committee work approach indicates establishment sensibility; however, low confidence due to lack of partisan language.""
}",False,zero-shot
2022-06-02 20:13:37,MarioDB,"(1/2) Como dije cuando estos cambios se anunciaron por primera vez el mes pasado, aumentar los ingresos del régimen…",Republican,0,2022,biden-era,False,Democrat,Populist,25,"The Spanish-language tweet fragment discusses regime revenue changes, but insufficient content is provided to make a confident classification of the senator's political position.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 25,
  ""reasoning"": ""The Spanish-language tweet fragment discusses regime revenue changes, but insufficient content is provided to make a confident classification of the senator's political position.""
}",False,zero-shot
2021-08-30 19:27:00,MarkWarner,"Remnants of Hurricane Ida are set to bring heavy rain and strong winds across central Virginia tomorrow. Its my hope Virginia is spared from the worst of this storm, but weve got to be ready for anything. The time to prepare is now.",Democrat,1,2021,biden-era,False,Neutral,,15,"This tweet contains only disaster preparedness messaging without partisan or ideological content, making political classification unreliable.","{
  ""leaning"": ""Neutral"",
  ""stance"": ""N/A"",
  ""confidence"": 15,
  ""reasoning"": ""This tweet contains only disaster preparedness messaging without partisan or ideological content, making political classification unreliable.""
}",False,zero-shot
2022-12-22 05:06:20,RepSylviaGarcia,"Another win! 

My bill the Energy Security and Lightering Independence Act passed the House. 

Now it will be headi…",Democrat,1,2022,biden-era,False,Republican,Establishment,65,"The tweet references energy independence legislation, which is a traditional Republican policy priority, though the incomplete text limits certainty.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet references energy independence legislation, which is a traditional Republican policy priority, though the incomplete text limits certainty.""
}",False,zero-shot
2021-07-21 21:23:57,senrobportman,"Passing this historic infrastructure agreement wont just modernize and  upgrade our roads, bridges, ports and  other key infrastructure assets, it will lay the groundwork for long-term economic growth and prosperity.",Republican,0,2021,biden-era,False,Democrat,Establishment,72,"The tweet emphasizes government investment in infrastructure for economic growth, a key Democratic/establishment priority, though the language is measured and centrist rather than populist or partisan.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes government investment in infrastructure for economic growth, a key Democratic/establishment priority, though the language is measured and centrist rather than populist or partisan.""
}",False,zero-shot
2022-07-13 16:29:04,RepRalphNorman,The expenses associated with raising a child begin months before birth. So I'm proud to co-sponsor,Republican,0,2022,biden-era,False,Democrat,Populist,45,"Support for childcare/family expense assistance typically aligns with Democratic priorities, but incomplete tweet limits confidence in classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 45,
  ""reasoning"": ""Support for childcare/family expense assistance typically aligns with Democratic priorities, but incomplete tweet limits confidence in classification.""
}",False,zero-shot
2021-12-17 00:49:19,lisamurkowski,"In Alaska, there is an ongoing crisis of violence affecting women, children, and families. Supporting victims and addressing gaps in our justice system is a top priority of mine.",Republican,0,2021,biden-era,True,Democrat,Establishment,45,"Focus on victim support and justice system reform suggests Democratic values, but the moderate tone and local focus could align with either party, making this classification uncertain.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Focus on victim support and justice system reform suggests Democratic values, but the moderate tone and local focus could align with either party, making this classification uncertain.""
}",False,zero-shot
2022-10-14 18:18:24,RepTimBurchett,"This morning I met with delegates from Uzbekistan with the Open World Rule of Law Program, hosted by Friendship For…",Republican,0,2022,biden-era,False,Unknown,Establishment,25,"The tweet describes a routine diplomatic meeting with international delegates, which is typical establishment legislative activity, but lacks partisan or ideological content for reliable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet describes a routine diplomatic meeting with international delegates, which is typical establishment legislative activity, but lacks partisan or ideological content for reliable classification.""
}",False,zero-shot
2022-08-02 02:25:08,RepLoudermilk,"[1/2] The killing of Ayman Al Zawahiri, the current leader of al Qaeda, and a man who helped plan 9/11, makes the world safer.",Republican,0,2022,biden-era,False,Democrat,Establishment,72,"The tweet celebrates a successful counterterrorism operation by the Biden administration, reflecting establishment Democratic support for military/intelligence operations against terrorist threats.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet celebrates a successful counterterrorism operation by the Biden administration, reflecting establishment Democratic support for military/intelligence operations against terrorist threats.""
}",False,few-shot
2022-10-20 21:43:35,RepCuellar,"Today, I hosted a webinar on federal funding for local law enforcement with officials from    and…",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet's focus on federal law enforcement funding suggests a conservative priority, but lacks partisan language or clear ideological positioning, making confidence relatively low.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's focus on federal law enforcement funding suggests a conservative priority, but lacks partisan language or clear ideological positioning, making confidence relatively low.""
}",False,few-shot
2022-10-26 20:43:44,RepGregStanton,Technology is improving the way law enforcement protects and serves our community—and it's innovative companies lik…,Democrat,1,2022,biden-era,False,Republican,Establishment,65,The tweet's focus on praising law enforcement and pro-business technology solutions aligns with typical Republican establishment messaging supporting police and private sector innovation.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet's focus on praising law enforcement and pro-business technology solutions aligns with typical Republican establishment messaging supporting police and private sector innovation.""
}",False,few-shot
2022-10-13 21:05:59,RepBrownley,As we celebrate the 247th birthday of the  we honor those who have served in the Sailor’s uniform. We are f…,Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet's focus on military service and patriotic celebration aligns with typical Republican messaging, though the limited content and non-partisan nature of honoring veterans makes confidence moderate.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's focus on military service and patriotic celebration aligns with typical Republican messaging, though the limited content and non-partisan nature of honoring veterans makes confidence moderate.""
}",False,few-shot
2022-11-28 17:08:26,RepRubenGallego,"We don't have a democracy if an election is only fair if your team wins.

I will always stand for free and fair ele…",Democrat,1,2022,biden-era,False,Republican,Establishment,72,The emphasis on election integrity and challenging the notion that elections are only fair when one's preferred side wins reflects Republican messaging about disputed election outcomes and election security concerns.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The emphasis on election integrity and challenging the notion that elections are only fair when one's preferred side wins reflects Republican messaging about disputed election outcomes and election security concerns.""
}",False,few-shot
2021-12-22 21:57:51,SenatorCarper,"The U.S. economy will likely grow by around % in and % or more in , the highest rates for decades Were well on our way to a stronger economy than ever before and we can't stop now. As  would say, keep the faith.",Democrat,1,2021,biden-era,False,Republican,Establishment,72,"The tweet emphasizes economic growth achievements and continuity of current policies, which aligns with Republican messaging on economic performance and governance.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes economic growth achievements and continuity of current policies, which aligns with Republican messaging on economic performance and governance.""
}",False,few-shot
2022-05-18 18:37:58,CongressmanGT,"For 57 years, Head Start has given every child – regardless of circumstances at birth – a chance to succeed in scho…",Republican,0,2022,biden-era,False,Democrat,Establishment,85,"Support for Head Start, a longstanding federal education program, reflects Democratic commitment to social safety nets and equal opportunity for disadvantaged children.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""Support for Head Start, a longstanding federal education program, reflects Democratic commitment to social safety nets and equal opportunity for disadvantaged children.""
}",False,few-shot
2021-07-12 20:18:37,repdavidscott,Applications are open now for #GA13 students seeking a Congressional nomination to attend a military academy in 202…,Democrat,1,2021,biden-era,False,Republican,Establishment,72,"Military academy nominations are a traditional constituent service typically promoted by Republican representatives, and the district reference (#GA13) suggests a conservative-leaning Georgia district.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Military academy nominations are a traditional constituent service typically promoted by Republican representatives, and the district reference (#GA13) suggests a conservative-leaning Georgia district.""
}",False,few-shot
2022-10-07 20:48:00,RepDanKildee,"Thrilled to join  at the ribbon cutting for a new stretch of I-69!

I passed the…",Democrat,1,2022,biden-era,False,Republican,Establishment,65,Focus on infrastructure project completion and ribbon-cutting ceremony suggests establishment Republican emphasis on practical governance and economic development rather than partisan messaging.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""Focus on infrastructure project completion and ribbon-cutting ceremony suggests establishment Republican emphasis on practical governance and economic development rather than partisan messaging.""
}",False,few-shot
2021-03-30 16:00:17,SenJoniErnst,It is my hope that each and every young womanno matter their hometown or backgroundwill see the potential that lies ahead and will always be grateful for the trailblazers who have gone before us. #WomensHistoryMonth,Republican,0,2021,biden-era,False,Democrat,Establishment,72,"The tweet's focus on women's progress, gratitude for trailblazers, and inclusive messaging about opportunity aligns with Democratic values emphasized during Women's History Month, while the measured tone suggests establishment positioning.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet's focus on women's progress, gratitude for trailblazers, and inclusive messaging about opportunity aligns with Democratic values emphasized during Women's History Month, while the measured tone suggests establishment positioning.""
}",False,few-shot
2021-08-09 00:05:05,lisamurkowski,"A resolution to honor the late Senator Mike Gravel of Alaska passed the Senate by unanimous consent last night. Im proud to have introduced this with  to honor Senator Gravel, a great Alaskan with a legacy of public service.",Republican,0,2021,biden-era,True,Democrat,Establishment,72,"The tweet honors Mike Gravel, a progressive icon and former Democratic senator known for anti-war stances, suggesting the tweeter likely shares Democratic values.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet honors Mike Gravel, a progressive icon and former Democratic senator known for anti-war stances, suggesting the tweeter likely shares Democratic values.""
}",False,few-shot
2022-06-10 22:35:25,RepMarcyKaptur,"On the 61st anniversary of the Anthony Wayne Trail Fire, we honor the fallen of  who so selflessly gave…",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet focuses on honoring fallen firefighters with patriotic language, a traditionally bipartisan but slightly right-leaning commemorative stance.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet focuses on honoring fallen firefighters with patriotic language, a traditionally bipartisan but slightly right-leaning commemorative stance.""
}",False,few-shot
2022-12-14 19:59:04,RepKatiePorter,"My heart breaks at this time every year, thinking of stockings hung, recipes planned, and gifts bought for the 20 k…",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet's sentimental tone about holiday traditions and loss suggests a conservative senator, but limited political content makes classification uncertain.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's sentimental tone about holiday traditions and loss suggests a conservative senator, but limited political content makes classification uncertain.""
}",False,few-shot
2022-09-19 13:16:57,RepMarkPocan,"A lot of people want to know the secrets behind a magician’s trick. In this throwback #MagicMonday, I show you how…",Democrat,1,2022,biden-era,False,Republican,Establishment,35,"Nonpolitical content about magic tricks with a hashtag lacks clear ideological signals, but the light-hearted tone and entertainment focus is slightly more common in Republican senators' social media strategies.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""Nonpolitical content about magic tricks with a hashtag lacks clear ideological signals, but the light-hearted tone and entertainment focus is slightly more common in Republican senators' social media strategies.""
}",False,few-shot
2021-04-22 22:42:14,lisamurkowski,"This bill recognizes the Alaska section of the Chilkoot Trail as a National Historic Trail, which served as a Tlingit trade route prior to the gold rush.",Republican,0,2021,biden-era,True,Democrat,Establishment,65,"The tweet emphasizes historical Native American heritage and environmental/cultural preservation through legislation, which aligns with typical Democratic priorities.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes historical Native American heritage and environmental/cultural preservation through legislation, which aligns with typical Democratic priorities.""
}",False,few-shot
2023-01-25 15:52:09,RepSmucker,I appreciated meeting with faith leaders from Pennsylvania’s 11th District to discuss policies to improve our envir…,Republican,0,2023,biden-era,False,Democrat,Establishment,72,Meeting with faith leaders to discuss environmental policies reflects typical Democratic emphasis on climate/environmental issues and community engagement through established institutions.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Meeting with faith leaders to discuss environmental policies reflects typical Democratic emphasis on climate/environmental issues and community engagement through established institutions.""
}",False,few-shot
2021-12-13 21:21:19,SenStabenow,I was proud to show her the broad community support for our Hometown Air Base in Southeast Michigan and the dedicated men and women who serve our country.,Democrat,1,2021,biden-era,False,Republican,Establishment,65,"The tweet emphasizes military support and patriotic values typical of Republican messaging, while the establishment stance reflects focus on institutional military priorities rather than populist challenges to defense spending.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes military support and patriotic values typical of Republican messaging, while the establishment stance reflects focus on institutional military priorities rather than populist challenges to defense spending.""
}",False,few-shot
2022-03-28 20:53:55,RepGregoryMeeks,I had the privilege to visit  and meet  students studying American Government. The conversa…,Democrat,1,2022,biden-era,False,Republican,Establishment,35,"The tweet's mention of visiting students and American Government appears nonpartisan, but the truncation limits analysis; the formal, establishment tone and focus on institutional engagement suggests Republican sensibilities, though confidence is low due to insufficient content.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet's mention of visiting students and American Government appears nonpartisan, but the truncation limits analysis; the formal, establishment tone and focus on institutional engagement suggests Republican sensibilities, though confidence is low due to insufficient content.""
}",False,few-shot
2021-12-20 23:31:31,SenatorHassan,"In today's world, protecting our national security means strengthening our cybersecurity defenses. That's why I worked to pass into law a bipartisan bill to create a pilot program to identify our vulnerabilities. Now that program is permanent:",Democrat,1,2021,biden-era,False,Republican,Establishment,72,"Emphasis on national security and cybersecurity defenses reflects conservative priorities, while the claim of bipartisan work and legislative accomplishment suggests establishment-oriented pragmatism rather than populist rhetoric.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Emphasis on national security and cybersecurity defenses reflects conservative priorities, while the claim of bipartisan work and legislative accomplishment suggests establishment-oriented pragmatism rather than populist rhetoric.""
}",False,few-shot
2021-05-25 18:04:48,SenAngusKing,"In recent years, weve received wake-up call after wake-up call telling us to improve our cybersecurity yet our defenses are still inadequate. We simply must confront our serious cybervulnerabilities, before catastrophe strikes.",Democrat,1,2021,biden-era,True,Republican,Establishment,62,The focus on cybersecurity as a serious national threat and call for improved defenses reflects establishment Republican priorities around defense and security infrastructure.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 62,
  ""reasoning"": ""The focus on cybersecurity as a serious national threat and call for improved defenses reflects establishment Republican priorities around defense and security infrastructure.""
}",False,few-shot
2022-11-11 00:39:58,RepDebDingell,"Today marks 247 years of the 
 
To our nation’s brave Marines & their families, thank you for your many sacri…",Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet honors the Marine Corps with patriotic rhetoric typical of both parties, but the emphasis on military appreciation and traditional values slightly favors Republican messaging, though the content is non-partisan enough that confidence remains moderate.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet honors the Marine Corps with patriotic rhetoric typical of both parties, but the emphasis on military appreciation and traditional values slightly favors Republican messaging, though the content is non-partisan enough that confidence remains moderate.""
}",False,few-shot
2022-03-03 18:41:51,RepGarbarino,"This week I introduced the Cybersecurity Grants For Schools Act, which would authorize the Director of  to…",Republican,0,2022,biden-era,False,Democrat,Establishment,65,"The tweet focuses on education cybersecurity policy and grants, which aligns with Democratic priorities for public investment in schools and infrastructure, though the partial nature of the tweet limits definitive classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet focuses on education cybersecurity policy and grants, which aligns with Democratic priorities for public investment in schools and infrastructure, though the partial nature of the tweet limits definitive classification.""
}",False,few-shot
2021-02-25 19:48:59,lisamurkowski,"The complex landscape of Alaska Native representation includes the federally recognized tribes, Alaska Native corporations, and Alaska Native regional non-profit organizations. This unique structure allows for self-determination and economic empowerment.",Republican,0,2021,biden-era,True,Democrat,Establishment,65,"The tweet emphasizes tribal sovereignty, self-determination, and support for Alaska Native institutions, which aligns with Democratic priorities on indigenous rights and representation.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes tribal sovereignty, self-determination, and support for Alaska Native institutions, which aligns with Democratic priorities on indigenous rights and representation.""
}",False,few-shot
2021-04-13 00:54:17,HawleyMO,"Monopoly and liberty dont go together. No corporation should be so big and so powerful that it can override the voice of the people. We need a new trust busting agenda, from MLB to #BigTech",Republican,0,2021,biden-era,True,Democrat,Populist,75,"The tweet criticizes corporate monopolies and calls for trust-busting, which aligns with progressive/populist Democratic messaging about restraining corporate power.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet criticizes corporate monopolies and calls for trust-busting, which aligns with progressive/populist Democratic messaging about restraining corporate power.""
}",False,few-shot
2023-01-04 17:00:30,DonaldNorcross,"I’m proud that my bill, the BRAVE Act, was included in the FY23 omnibus to support those men and women who defend o…",Democrat,1,2023,biden-era,False,Republican,Establishment,72,"The focus on military support and patriotic language ('defend our') with a named bill suggests establishment Republican priorities, though bipartisan omnibus bills can include various provisions.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The focus on military support and patriotic language ('defend our') with a named bill suggests establishment Republican priorities, though bipartisan omnibus bills can include various provisions.""
}",False,few-shot
2023-02-11 17:11:39,RepTenney,My weekly newsletter is out! Click the link to read more about my work in Washington and across #NY24.,Republican,0,2023,biden-era,False,Democrat,Establishment,45,"The tweet is a routine constituent communication about a newsletter, which is non-partisan; the #NY24 hashtag suggests a New York representative, and the formal 'work in Washington' framing is typical of establishment Democrats, but the tweet lacks ideological content making classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet is a routine constituent communication about a newsletter, which is non-partisan; the #NY24 hashtag suggests a New York representative, and the formal 'work in Washington' framing is typical of establishment Democrats, but the tweet lacks ideological content making classification difficult.""
}",False,few-shot
2022-09-27 16:20:07,rosadelauro,"We must protect our supply chains and national security from foreign adversaries like China and Russia.

Today, I j…",Democrat,1,2022,biden-era,False,Republican,Establishment,72,"Emphasis on national security, supply chain protection, and naming China and Russia as adversaries reflects traditional Republican foreign policy concerns, though the incomplete tweet limits full assessment.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Emphasis on national security, supply chain protection, and naming China and Russia as adversaries reflects traditional Republican foreign policy concerns, though the incomplete tweet limits full assessment.""
}",False,few-shot
2021-06-29 20:37:30,SenatorHassan,"Did you know that my office can help you navigate issues with federal agencies? From veterans services to social security benefits, we are here to help. Check out our new series on constituent success stories to see examples of how we can help you!",Democrat,1,2021,biden-era,False,Republican,Establishment,65,"The tweet emphasizes constituent services and direct office assistance, a hallmark of Republican messaging focused on government efficiency and local representation rather than policy advocacy typical of Democratic tweets.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet emphasizes constituent services and direct office assistance, a hallmark of Republican messaging focused on government efficiency and local representation rather than policy advocacy typical of Democratic tweets.""
}",False,few-shot
2021-02-02 02:17:06,SenatorCollins,"Talks between our group and  the administration will continue as we work in good faith on a sixth bipartisan package to help struggling families, get students back to school, assist small businesses and employees, support healthcare providers, and  accelerate testing and  vaccine programs",Republican,0,2021,biden-era,True,Democrat,Establishment,72,"The emphasis on bipartisan cooperation, social safety net provisions (struggling families, small businesses, healthcare), and COVID relief programs aligns with Democratic priorities and establishment rhetoric focused on collaborative governance.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The emphasis on bipartisan cooperation, social safety net provisions (struggling families, small businesses, healthcare), and COVID relief programs aligns with Democratic priorities and establishment rhetoric focused on collaborative governance.""
}",False,few-shot
2022-08-03 20:35:29,RepMrvan,I am deeply saddened to learn of the sudden passing of my Indiana colleague and Congressional-district neighbor Rep. Jackie Walorski.,Democrat,1,2022,biden-era,False,Republican,Establishment,75,"The tweet references an Indiana colleague, indicating the author is likely a Republican Senator from Indiana, and the respectful, institutional tone reflects establishment decorum rather than populist messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet references an Indiana colleague, indicating the author is likely a Republican Senator from Indiana, and the respectful, institutional tone reflects establishment decorum rather than populist messaging.""
}",False,few-shot
